,playlist_uri,playlist_name,track_uri,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo
243,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,1Fe5ZqHxi7O18Zq7r36Yr5,Pollock Street Blues,Bells Creek Road,Jad & The,2019-06-21,366808,35,0.746,0.36,0.599,0.818,0.0826,-13.447,0.0422,120.011
244,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,0p1jcoUgTXAR86odoFh5uI,Your Life,Modes,Julien Dyne,2021-12-03,223173,13,0.735,0.58,0.557,0.702,0.43,-11.865,0.0339,119.981
245,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,7Iudm35TZ72NNWqtdfVln5,The More I Get the Less I Have to Pay,Modes,Julien Dyne,2021-12-03,222920,10,0.726,0.671,0.745,0.125,0.208,-9.607,0.0597,102.925
246,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,7jTdPgkvVE9YFuGehCAH0l,Water,Modes,Julien Dyne,2021-12-03,310226,6,0.766,0.347,0.794,0.811,0.119,-10.409,0.064,120.035
247,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,49IMyWYsotWzxcaTblTmPr,Yunowhathislifeez - Motorcity Mix,Mja,Metropolitan Jazz Affair,2008-04-04,286813,41,0.812,0.665,0.661,0.0365,0.0884,-5.675,0.0391,109.995
248,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,65tTmhrIBabnAEsEUVBlZh,005A2,5,Apparel Wax,2018-10-08,370057,17,0.733,0.00118,0.789,0.412,0.1,-7.453,0.0438,125.011
249,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,3CNkFGIELbGghZFmnmexEk,Find A Certain Way,Tredve Grader På Balkongen,Henrik Villard,2021-11-05,337377,34,0.741,0.0215,0.639,0.838,0.103,-10.603,0.0908,121.002
250,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,5D2ZMoCYU0ep30l926WvaD,More Than Grateful,More Than Grateful,Felipe Gordon,2022-07-29,356500,16,0.682,0.00041,0.69,0.819,0.132,-8.532,0.0373,120.049
251,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,6JyBOAMZAZcvMaQGKb9BsO,I Can't,I Can't,Soul Wun,2018-03-19,256000,34,0.785,0.321,0.396,0.863,0.118,-15.521,0.0516,124.006
252,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,2Qb8RYc2hdeAWJDmYTxk3C,Brotherly Love,Brotherly Love,Ethyène,2018-12-14,326108,32,0.764,9.5e-05,0.836,0.866,0.0445,-7.491,0.0819,122.981
253,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,6KsDQA0pYkNs1kiN1u9V6T,Six Am,Mythic Music,Earth Boys,2019-06-21,204523,35,0.63,0.251,0.613,0.924,0.337,-14.345,0.0362,125.024
254,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,344yooLkCySLeDAluyw3aN,Hectic As...,Follow the Earworm / Hectic As...,Move 78,2021-10-15,199542,0,0.635,0.838,0.503,0.926,0.0752,-14.531,0.0353,88.066
255,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,5a18ZlzAS5k8fs87YAShAM,Dolphin Hotel,Dolphin Hotel,Jon Sable,2017-06-12,415810,34,0.743,0.584,0.376,0.95,0.0954,-11.423,0.0452,118.003
256,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,3BuO4K3hMXieCYJzaw3w4k,Blessings,Reactions of Light,Black Jazz Consortium,2008-09-01,432219,23,0.704,0.349,0.655,0.893,0.174,-15.627,0.0419,120.012
257,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,1WcT8DZvGkZd3QtExffWzA,Players,Are You Listening,Melchior Sultana,2020-06-08,324000,26,0.804,0.0373,0.667,0.581,0.0646,-7.108,0.0617,120.01
258,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,4WvvEgYnMgInkNE7nVPdFH,Sub Fatima,2L84ME,Kx9000,2021-06-25,410500,14,0.797,0.0949,0.858,0.874,0.0698,-7.525,0.0447,127.003
259,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,5dg7pjQANcYmTNL1OpGbkw,Caucciù - Migliera Version,Caucciù,Pellegrino,2020-02-23,271650,33,0.737,0.214,0.737,0.755,0.167,-9.613,0.0396,112.003
260,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,5jma3P58eNku6wwSdgxtdr,Caucciù - Damecuta Version,Caucciù,Pellegrino,2020-02-23,260160,32,0.687,0.0786,0.795,0.899,0.174,-8.121,0.0413,120.02
261,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,4YTO9Z4RSkQRfCoX6kYNrz,Cruel Summer - Part I,Cruel Summer,North of Loreto,2019-06-21,185514,0,0.808,0.00457,0.355,0.851,0.0881,-12.027,0.047,114.981
262,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,3b41lO2hVuWUPuXUU48JxS,Amazone,Super-Sonic Family,Various Artists,2019-12-16,239806,27,0.68,0.0231,0.528,0.785,0.0414,-10.431,0.0559,120.03
263,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,0JSDjKJ1VJwmRwW35I3OYH,Danse Cette Zik,Danse Cette Zik,Parbleu,2020-08-01,259193,41,0.763,0.137,0.751,0.482,0.0931,-11.201,0.0504,124.036
264,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,3DFC6wqVSKbrc9NCvQtIC8,Text Me - Plush Managements Mix,Sunsets & Sublets,Regularfantasy,2018-11-01,293809,5,0.887,0.0819,0.715,0.86,0.113,-6.82,0.118,126.013
265,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,4iJL9TsDrIjV0Mb2kHVYct,Wildin' Out,The Tombolo,Kousto,2019-11-24,399000,14,0.772,0.0598,0.757,0.875,0.0953,-6.625,0.0483,122.01
266,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,6zIu11y3v7HlseJ9mRT6wv,People,While You Wait,Schmoov!,2002-01-21,297333,25,0.762,0.381,0.727,0.831,0.337,-10.619,0.0534,105.671
267,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,0p4Np3SWA7RzDmi2Qe4bW0,What More Can I Say,Beat Power,Various Artists,2011-07-22,178520,0,0.822,0.122,0.611,0.756,0.123,-9.625,0.108,90.984
268,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,6fdnp6ZmNSzrv9knnHuDXU,BK Melody,Welcome 2 Earth,Earth Boys,2015-12-04,288750,26,0.82,0.00552,0.885,0.725,0.0689,-8.164,0.0604,127.977
269,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,6p20Fko3fjRnqenEZpofrh,Higher,Fidelity Radio Club,S. Fidelity,2021-04-09,249077,0,0.731,0.141,0.753,0.883,0.069,-12.2,0.061,104.001
270,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,6vhVeoN1qJNJfdiIJAK4A9,Kokiri Forest,Mind's Eye,Hugo Mari,2019-12-06,381662,38,0.717,0.0768,0.672,0.857,0.11,-10.52,0.0493,122.013
271,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,2vLPDoN0V63y7TZExju3xD,Another Chords,Departure Ep,Deep Active Sound,2013-03-26,320868,32,0.809,0.0368,0.516,0.935,0.0487,-11.699,0.114,121.998
272,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,7eAGNIkuwnEfdIG0X4XzaP,Groovy Thang,Groovy Thang,DTAILR,2021-03-05,167535,54,0.802,0.00563,0.773,0.901,0.151,-7.656,0.0515,124.996
273,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,672nZYsE16s8nW4FFaLGK6,Ta'm—e Gilās - طعم گيلاس,Le Cyprès d'Abarqu,Parviz,2018-01-31,371875,17,0.709,0.0839,0.685,0.708,0.725,-8.488,0.0419,119.011
274,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,3oHpnrupsyl38Q1QL1fc66,Tropicololo,A Journey to You,Melodiesinfonie,2019-04-26,332820,0,0.844,0.22,0.558,0.0315,0.0693,-10.004,0.1,116.969
275,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,6wBKpWIVLqHEPfXagKSeSi,First Law of Nature Rock Day,Three/Three Instrumentals,Dabrye,2019-02-22,214468,4,0.795,0.158,0.727,0.623,0.0973,-11.687,0.0547,93.984
276,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,0lsxx3TuLk8tXHggoxqLWI,004A2 - Mixed,002 MIX (Mixed Tracks),Apparel Wax,2022-11-18,325375,2,0.741,0.0405,0.876,0.837,0.262,-8.533,0.0425,121.036
277,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,1QdUJBC9uy8vvfS3oT97hC,Phantom Melodies,Constraints of Time Travel,Chaos In The CBD,2015-11-27,320655,0,0.807,0.279,0.888,0.921,0.132,-10.175,0.0918,122.014
278,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,4615iQQ9CNgWLlQR3QG4OM,001A2 - Mixed,002 MIX (Mixed Tracks),Apparel Wax,2022-11-18,387226,2,0.713,0.0316,0.804,0.736,0.176,-9.357,0.104,119.088
279,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,24SripssG6gv5w0o6ivDnT,Blossoms - Nick Wisdom Remix,"Hear No Evil, Vol. 3",Various Artists,2014-09-08,218608,0,0.763,0.445,0.499,0.12,0.115,-5.067,0.401,115.042
280,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,07sNUJ28eGYk46olvlo2Sk,No Sleep Til MTL,Nick & Astro's Guide to the Galaxy,Potatohead People,2018-05-11,293306,0,0.644,0.887,0.629,0.674,0.111,-6.081,0.317,113.207
281,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,6GruhsZCpvu62ulgrhFFQc,SABBAT - BONUS,SOULACOASTA,Close Counters,2018-02-08,305539,6,0.661,0.0573,0.758,0.311,0.135,-9.386,0.0524,118.259
282,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,73n8GcbdubeHha4QUkupul,After The Rain,Embassy Cafe,Andras,2013,191735,44,0.922,0.0198,0.467,0.536,0.0544,-11.549,0.0496,115.08
283,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,7cUmbYXiZFysCCKq4H4I8Y,Sundays,Square Lane EP,Harry Wolfman,2016-01-25,311051,17,0.848,0.0785,0.637,0.536,0.337,-12.31,0.176,118.993
284,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,4S1ApI9K5p6mAW1aKQ6f9d,It's alright,It's alright,Goose Groovy,2018-03-11,196676,45,0.839,0.133,0.724,0.814,0.0894,-6.141,0.0371,110.003
285,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,1QwwJPHlJ26QBkpugTwqqG,Voyages,Voyages,Tekkla,2017-06-12,216104,44,0.75,0.0031,0.698,0.838,0.0937,-6.959,0.0344,120.002
286,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,1xBM1Q9t9Kuk1zZKuCoT1w,Bahia Del Puento,Bahia Del Puento,Sonaya,2019-04-10,186490,31,0.837,0.222,0.444,0.868,0.101,-12.809,0.109,114.014
287,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,28WEdMqtZ0EW43L0yTRQk5,Café Rio,Café Rio,Edoardo Más,2019-11-27,216974,40,0.665,0.691,0.438,0.837,0.102,-14.968,0.0565,99.996
288,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,4p0SE8gOuGDnNEvbQP1Y8w,Dawn Of New Day,Dance Ancestral,John Carroll Kirby,2022-04-08,221815,19,0.546,0.565,0.573,0.859,0.126,-11.007,0.0399,90.003
289,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,6B12vGcosQHeGcuXSNDjH6,H.B.Y.,H.B.Y.,Setwun,2022-10-28,254055,16,0.774,0.042,0.57,0.905,0.0906,-13.701,0.0555,130.022
290,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,3bWNLKM7mVLoHtZNI2No9M,Reminiscing,Reminiscing,Sweatson Klank,2022-12-09,157752,14,0.693,0.011,0.637,0.684,0.186,-7.566,0.0498,89.019
291,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,1UbfKuIjG38PR3MpjVsbyX,la danse,la danse,berlioz,2022-09-16,177136,58,0.689,0.72,0.453,0.634,0.109,-17.83,0.0335,116.003
292,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,2SkSHgtOBHrHjLHi2NvnGi,Inner City Blues,Ball of Eyes,Placebo,1971-01-01,310600,39,0.632,0.409,0.525,0.569,0.112,-14.299,0.0349,103.219
293,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,5hEtKIlCXqb7XxYWwNN01C,Ain't No Stopping Us Now,"Soul Jazz Records Presents HUSTLE! Reggae Disco - Kingston, London, New York",Various Artists,1979,372413,0,0.692,0.00345,0.668,0.836,0.0638,-11.233,0.0382,111.23
294,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,5UY6RRNjZzJtQTiAHOSIID,Last Chance to Dance,Last Chance to Dance,Ekkah,2014-11-24,222573,46,0.857,0.292,0.484,3.05e-06,0.112,-6.232,0.148,107.434
295,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,21xVx0n3qonzK2PXah9M1S,The Urban Theme - Remastered 2021,Maxwell's Urban Hang Suite,Maxwell,1996-04-02,162067,54,0.806,0.0597,0.733,0.597,0.328,-7.251,0.0746,100.038
296,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,0j3HGdT7dbMGTUr7fhiph2,Relaxin' at Club F****N - Dorfmeister vs. Mdla Mix,Grand Slam,Richard Dorfmeister,2019-05-01,356853,21,0.746,0.0572,0.692,0.893,0.211,-10.246,0.0597,125.028
297,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,3iOxad4IZHmHD2g8g1kcWN,Sim City,Aquarium Nightclub,Space Ghost,2019-10-25,224668,32,0.647,0.0732,0.86,0.903,0.368,-8.131,0.0448,114.995
298,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,5KJLSjvUeYjSIXxhPnA2xD,Too Good,Sorry About Last Night,Rayana Jay,2016-10-26,187055,44,0.848,0.00535,0.482,0.000464,0.109,-7.028,0.0615,145.016
299,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,6zfVYM5Nne0EzpjzYfJKwp,I'll Call U Back,But You Caint Use My Phone (Mixtape),Erykah Badu,2015-11-27,117976,67,0.909,0.816,0.445,0.000103,0.083,-8.893,0.0459,135.009
300,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,5Rh12QwPHJrLOQbXjm75i4,Paralelo66,Sausalito,Divorce From New York,2022-09-02,244001,10,0.663,0.576,0.788,0.815,0.0964,-7.412,0.0497,126.958
301,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,1cpSo1GI3Lu8XVdjSVPBjV,That Stick,Lucas,Cody Currie,2022-10-28,214510,40,0.788,0.483,0.628,0.815,0.072,-9.884,0.0821,86.014
302,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,0OW0nDxJS9GESIa2YBCtuC,Rockin' from Beginning to End - Mix Cut,"Low Key Source, Vol. 1",Dylan C,2018-02-23,186373,41,0.706,0.209,0.431,0.633,0.0978,-10.21,0.188,189.804
303,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,4C3LDgawCT5TKKm2CvMMnC,Funkovski,Funkovski,Steppers,2023-11-03,315359,5,0.406,0.34,0.643,0.0126,0.38,-5.94,0.0341,173.436
304,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,6syv9meXafns0UbFE1KRdg,Tastes Like Freedom - Chaos In The CBD Remix,Tastes Like Freedom (Chaos In The CBD Remix),30/70,2021-07-14,350000,33,0.377,0.00316,0.508,0.894,0.0917,-10.397,0.0503,157.483
305,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,1zIDWO9DEXwWfvXAXm64wb,Air Dodge,Manual User,Kx9000,2022-10-14,191337,34,0.768,0.0783,0.818,0.806,0.0896,-8.64,0.0481,124.976
306,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,2zMGp9sLqwuWowUcm53WAX,Godson of House,Godson of House,Kareem Ali,2021-01-01,516409,33,0.647,0.0395,0.63,0.713,0.134,-12.238,0.0845,128.045
307,spotify:playlist:33pXXwVTs9CAGk2OOjelgT,Smooth/nightime city vibes,69as3UzTE85GAbp6Wy10GI,HennyMadeItBlurry,Flavors,Mitch Geist,2019-02-03,137142,42,0.966,0.637,0.47,0.486,0.112,-9.977,0.19,112.001
308,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,1UCYLkS94UAjCEbr2smd0T,Memories of Love,Broken Promise EP,Synkro,2012-04-08,217690,31,0.598,0.638,0.582,0.892,0.0918,-11.131,0.029,129.982
309,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,6dCZSxxi1hIKAFbA4k7Kp7,Lay of the Land,Electronic Music From The Swedish Leftcoast,Plej,2003,249866,29,0.811,0.347,0.412,0.892,0.0833,-15.182,0.164,120.996
310,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,59STVBRPcVjpgBUXs3Iuu2,Midnight Love,Midnight Love,Tennishero,2008-03-11,179266,36,0.76,0.0905,0.724,0.841,0.0972,-7.047,0.0396,122.0
311,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,0u7IzJIDB2TzFV30W9w01z,Well I Gotta Story,Happy Hour in the Gene Pool (Remastered),Evolve,2006,284977,33,0.722,0.638,0.585,0.84,0.741,-8.502,0.041,95.027
312,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,7v1K7HKZbOI7YtDgAywdLa,Like A Fish - Original Mix,Nowadays,Das Komplex,2016-02-01,289413,22,0.595,0.354,0.456,0.789,0.501,-11.732,0.023,97.965
313,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,2uZjZU1YxSgCOJ7KF5kYqx,Ao,Colour Theory,Submotion Orchestra,2016-02-19,332920,47,0.627,0.596,0.589,0.914,0.11,-10.212,0.0395,99.998
314,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,1rYGI9Lp4QOgoUIgOBsW5O,Tobyjug,Tobyjug,Doc Daneeka,2012-04-02,276136,0,0.696,0.176,0.269,0.607,0.144,-16.161,0.0442,148.503
315,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,12qemCrsNKOfrG6XMvnhc0,North from Montparnasse 1,Times and Places (Sketches from the Road),Andy Cato,2013-04-28,295215,30,0.507,0.0379,0.945,0.888,0.678,-6.367,0.0412,95.973
316,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,30OWEDIC3BQL8Wf3e8RL6I,Sunrise Sunset,Sound Echo Location,Honeyroot,2003,372306,26,0.457,0.504,0.395,0.751,0.0613,-10.851,0.0393,176.006
317,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,0KiewnyrRR3y8zFc5lzego,Palermo by Night,Times and Places (Sketches from the Road),Andy Cato,2013-04-28,217613,25,0.657,0.322,0.412,0.473,0.123,-9.26,0.0311,119.042
318,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,7Lm4Cq63Samd55qFbwHC0B,Right Now,Rise,Samantha James,2007-09-01,266841,32,0.663,0.592,0.665,0.613,0.108,-7.699,0.0277,109.998
319,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,4XB8srXsnnE2s4ps8qCOo8,Feel Good,"Lounge Du Soleil, Vol. 1",Various Artists,2007-11-22,371520,22,0.668,0.0439,0.729,0.848,0.527,-10.307,0.0497,91.984
320,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,3KoDohaPXF3QxjvuQE1Bxp,Awake - Original Mix,Awake / Cardigan,Croquet Club,2013-09-23,269791,26,0.653,0.578,0.763,0.846,0.106,-8.243,0.0427,107.98
321,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,63PxFbm3FmqpQG5Fkg7W3C,My Desire - Synkro Remix,Freedom Street (Remixes),Chris Coco,2012-07-30,277456,22,0.487,0.286,0.741,0.845,0.103,-9.601,0.0571,173.016
322,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,5X4pXWsVGQbtnNOM85PuvV,The Facts and the Dreams,The Facts and the Dreams,Fragile State,2002,301146,39,0.608,0.307,0.342,0.827,0.0963,-10.746,0.0223,91.994
323,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,2PidxqNoZF26TXenRcNhBb,Sunset Disco,Southern Stars,Lux,2014-07-14,314489,36,0.772,0.00382,0.461,0.896,0.117,-15.619,0.0495,101.996
324,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,01dFnPFEJUjaiabtSSOlMj,Cosmopole,Cantoma (Deluxe),Cantoma,2005,400506,32,0.768,0.373,0.514,0.897,0.0907,-12.371,0.12,90.99
325,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,6WYCTAFeTwbuXibIIQ0vPe,Evening Shadows,Island of Dreams,D.K.,2015,222540,33,0.573,0.467,0.468,0.897,0.236,-9.27,0.0266,81.953
326,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,6qMhpDgWAubisGyfTmLEUO,Time Million,Socialo Blanco,Feater,2019-05-03,289199,42,0.752,0.033,0.587,0.101,0.0492,-11.956,0.0381,139.353
327,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,72Wxgko7Tr4Twwz4YfAPfN,Conga Blue - Vocal,Little Flower,Peaking Lights,2017-02-24,409106,21,0.692,0.0119,0.835,2.35e-05,0.0815,-5.062,0.0689,120.022
328,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,5TpRymarZRIq2dm5UxZfF2,Please Don't Leave,Between Two Selves,Octo Octa,2013-05-28,363760,16,0.743,0.703,0.425,0.874,0.0641,-17.985,0.0828,120.004
329,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,0zaNoKovmrdck2PeLdGpeQ,A Zed And Two L's,Maim That Tune,Fila Brazillia,1995,566146,38,0.467,0.228,0.173,0.672,0.0723,-21.835,0.0374,99.993
330,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,0CFFq1tvJyVjtF9qc3pt5y,Throwing Down A Shape,Power Clown,Fila Brazillia,1998,319720,27,0.709,0.0683,0.363,0.664,0.144,-14.303,0.0585,100.837
331,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,1UbI4vSdLb14G3BqPbDDLr,Skin U're In,Club Degli Esploratori,Folamour,2018-07-06,328000,24,0.734,0.083,0.677,0.0408,0.0608,-9.937,0.0588,120.028
332,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,7x2E99ZJ2TzZAfUAcfLpQS,Fine Match,Come To Canada You Will Like It,Patrick Holland,2018-06-22,245510,0,0.584,0.714,0.295,0.931,0.0538,-19.574,0.0717,196.067
333,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,6v6Iibug2M3X1L030yE6BM,Josephine,Body Issues,Patricia,2014-09-15,390556,22,0.772,0.661,0.662,0.92,0.103,-11.991,0.0447,117.834
334,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,5vrdOa8KZflqCjgKrG95Lh,Glamourgirl,Make Believe,Alex Cortiz,2017-04-06,271600,34,0.759,0.656,0.592,0.875,0.122,-9.301,0.0418,99.905
335,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,5cRT2PFrGLCXlB6EB4MZPD,I Must Be Crying,Detroit Wannabe,Jeigo,2017-01-11,400629,18,0.76,0.12,0.63,0.808,0.118,-9.205,0.0406,127.018
336,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,0DiSTqizNnByGI7JAJwU7B,ghostie,sketches of transition,Seb Wildblood,2019-07-26,185466,46,0.645,0.478,0.678,0.886,0.101,-10.576,0.0441,120.016
337,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,1SyDxD1MnlsQNeHHhm2dpg,Falling,Our Time,Pender Street Steppers,2019-11-15,266000,36,0.804,0.0246,0.752,0.74,0.0345,-7.213,0.0494,117.974
338,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,6r6Tlimdo0zBYPb1mBxbm7,"I Left My Dial in Pirovac, Pt. 2",I Left My Dial in Pirovac,No Moon,2017-05-26,532751,3,0.656,0.000505,0.764,0.886,0.0978,-8.976,0.0398,115.995
339,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,5FnAfmcAveY3AytNxsRvwQ,Retribution - Shanti Celeste's Chill Mix,Retribution,Cromby,2018-11-02,357755,0,0.739,0.858,0.32,0.674,0.0755,-13.829,0.0539,125.002
340,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,0bVWdUisfrGXxgbZJApAve,Amber Fade,Amber Fade,Tom Vernon,2021-05-07,345533,32,0.7,0.339,0.954,0.888,0.863,-7.656,0.0595,127.012
341,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,7dZxPPE9Ueiv0NanFvpBeD,Far Away,We Are Not Nothing,Jeigo,2020-09-18,242082,31,0.774,0.139,0.79,0.895,0.132,-10.354,0.0564,131.022
342,spotify:playlist:5lHRMrgHCxQjh4bbhwbdDq,Deeeeeep/Melancholy,2cf1wBdBbOhD3FXZK5zkYK,Grow from Rain,Detroit Wannabe,Jeigo,2017-01-11,270000,7,0.928,0.138,0.466,0.891,0.083,-14.256,0.158,122.996
