,playlist_uri,playlist_name,track_uri,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo
102,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,1vahbgf2hkAjBvYRtIo09F,Underwater Love,Flying Away,Smoke City,1997-08-25,406000,57,0.685,0.812,0.626,0.0346,0.091,-7.809,0.204,81.769
103,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,5NtffXtmmTewBBFOBHKWHb,usedtoo,bonded,B. Cool-Aid,2022-12-01,227127,17,0.42,0.0062,0.631,1.89e-05,0.1,-8.655,0.128,172.344
104,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,701cUe4zKDdMFgb8UV3Py8,Détends-toi,Détends-Toi,Stella,2022-06-17,380621,34,0.784,0.0839,0.468,0.253,0.0975,-10.176,0.0533,100.005
105,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,49oYTVM3uWsVlPwYUpIbsq,Tea Leaf Dancers,The Volume of the Light,Emanative,2021-03-05,238240,22,0.688,0.343,0.676,0.722,0.259,-11.055,0.0577,99.98
106,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,2VRRv9UrRndnEqHXxRPkeH,Phoenix,Jazz Is Dead 011,Adrian Younge,2022-05-13,226346,0,0.507,0.0232,0.707,0.0293,0.0988,-6.848,0.05,90.087
107,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,4AN1M82rXT6bex5I3Bv5yU,Silence,Silence,The Mirrors,2021-09-23,149250,37,0.582,0.065,0.816,0.916,0.114,-5.133,0.0298,139.976
108,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,6KIS5YIZAyeiFNx1aE1OhY,Hang on to Your Love,The Best of Sade,Sade,1994-10-31,270466,68,0.846,0.147,0.703,1.21e-05,0.071,-5.76,0.0301,107.767
109,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,1mvSXn2brcYjXd7teawWzy,Ui Yia Uia,Afterlife,NO ZU,2016-02-05,399432,13,0.662,0.118,0.695,0.177,0.223,-6.606,0.0444,93.052
110,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,1a3vWCYDxH96i8apQ4nz27,Aural Risk,"""What Is This Thing Called 'Disco'?""",Asphixiation,1981-12-18,199933,17,0.823,0.154,0.315,0.822,0.152,-18.847,0.095,101.762
111,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,6OpCxtOPAOcayTlRW2WOq7,Telephone Song,"Psychemagik Presents: Magik Sunset, Pt. 1",Psychemagik,2015-04-27,225880,35,0.825,0.044,0.575,0.293,0.335,-8.391,0.0463,82.622
112,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,3rwms77jrxnK4S3JnJQv73,"Sofian - 12"" Mix",Sofian,Payfone,2020-10-30,528000,31,0.79,0.252,0.597,0.807,0.107,-9.635,0.091,94.996
113,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,0oqga82uitzPVW5TR8SKVx,Deleters - Palms Trax Remix,Deleter Remixed,Holy Fuck,2020-07-22,255858,39,0.752,0.00127,0.442,0.842,0.0866,-8.512,0.0463,121.997
114,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,2PixfzvK60AWzXRDLeElhb,Most of the Time,Most of the Time,Siv Jakobsen,2022-04-29,263080,21,0.226,0.92,0.358,0.577,0.502,-14.972,0.0367,76.025
115,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,0A9cs8PB9XtzCaPCVvoK3E,To Prove My Love - Vocal Version,Separate Oceans,Ned Doheny,2014-05-13,242373,20,0.798,0.095,0.806,0.00303,0.0489,-7.139,0.0317,112.95
116,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,6OG3JEzw94sFx9jJrbaHHV,Hurt,"Pleasure, Joy and Happiness",Eddie Chacon,2020-07-31,215506,30,0.722,0.785,0.372,0.000954,0.111,-12.233,0.0303,111.989
117,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,07ShRZXWtaMktQywdY3ogf,Argy Bargy,The Condos,The Condos,2020-01-24,187109,5,0.809,0.00411,0.512,0.728,0.0791,-9.764,0.0486,120.006
118,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,4RsL2ZlU4P0CIKDrOwQkzz,Romance,"WaJazz: Japanese Jazz Spectacle Vol.I - Deep, Heavy and Beautiful Jazz from Japan 1968-1984 - The Nippon Columbia masters - Selected by Yusuke Ogawa (Universounds)",Various Artists,2022-04-08,356352,54,0.467,0.719,0.315,0.898,0.0727,-11.339,0.0268,147.971
119,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,75EKP06FTKQt0lzKQrRf1z,Blood is thicker than water,Living Message,Hidefumi Ino,2008-06-27,211253,34,0.726,0.00173,0.932,0.936,0.0676,-6.117,0.0309,103.987
120,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,2yKN8DYmB8nBZtOo5IYA4x,Night Express,Night Express,Black Disco,1976,679007,11,0.552,0.0772,0.524,0.933,0.183,-15.626,0.0613,93.983
121,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,1vG6LWulQm0vzBbveAvdRE,Jah Don't Love That,Greetings,Half Pint,2008,207106,11,0.834,0.217,0.863,0.00589,0.0738,-5.621,0.0648,144.471
122,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,5oVHLmj2pQYKlrmo4OMA3v,Chant It Down / Dubwise,Fly Me Away Home,Junior Brown,1984-04-01,445515,7,0.798,0.0368,0.496,0.459,0.358,-9.011,0.039,135.237
123,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,7CG4kMOjFF7Lqa4Nnl1euA,Bogota,Macanudo,Ahmad Jamal,2020-11-20,240506,19,0.462,0.617,0.359,0.0339,0.2,-17.487,0.0327,103.569
124,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,1SHB1hp6267UK9bJQUxYvO,Судно (Борис Рижий),Этажи,Molchat Doma,2018-09-07,141394,76,0.484,0.697,0.75,0.862,0.105,-4.176,0.0685,159.992
125,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,33iqPufCU0g9phoAAT4vVP,Fire Fire Fire,Fire! Fire! Fire,Geometric Vision,2018-04-23,226490,28,0.456,0.000647,0.885,0.435,0.251,-6.624,0.0348,162.961
126,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,6S3vpzlnbiXfWrvDdwWRTC,Silent Sign of Surrender,Cave,Hapax,2016-11-11,237438,13,0.517,0.00949,0.958,0.703,0.371,-5.005,0.0418,127.948
127,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,64FOJYCUgu3JoMzc8HpmAI,Umi Says,Umi Says,Soul Supreme,2021-04-21,300000,32,0.421,0.0784,0.571,0.85,0.184,-11.446,0.0624,162.674
128,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,67FeJNl0O51jh7HqtryxTt,Existe Uma Voz,Existe Uma Voz,Rogê,2022-10-13,225826,40,0.777,0.285,0.736,0.763,0.074,-6.687,0.0797,90.594
129,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,0VdmdhstW52cmau2xZ2b3z,"What's Your World - 7"" Version",Love is a Hurtin' Thing,Gloria Ann Taylor,2015-11-27,232946,33,0.52,0.523,0.652,1.02e-05,0.159,-11.181,0.438,92.654
130,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,4Jwt4weWHww02btnBOGoGc,The Limit,Spiral,DARKSIDE,2021-07-23,321204,40,0.434,0.518,0.596,0.493,0.122,-10.013,0.16,89.0
131,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,09dxbPNAqyI9LuLHWQ1ynK,So Glad,Another Side,Fingers Inc.,1988,378933,28,0.662,0.0355,0.744,0.0214,0.107,-7.452,0.0337,117.098
132,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,1Mr5VmnesbAQvOMekfvd5l,Anyway,Golden Age,Daniel Martin Moore,2015-10-09,281675,41,0.409,0.824,0.232,0.339,0.108,-12.647,0.0303,128.177
133,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,4O4RFEWff8GeQwypae0ibM,I Heard a Sigh,Inedit 79,Cortex,2006,209760,54,0.769,0.556,0.495,0.000475,0.0763,-10.83,0.0563,89.547
134,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,2U6rjEUlKMMdVoxwN4aIpJ,Love in Lunacy - Live,Cocoon/Dawn,Ella Thompson,2023-05-04,271342,3,0.4,0.195,0.696,0.00341,0.115,-7.025,0.0349,101.88
135,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,7uHK3haumzDn6Uv2nZHZCD,TORNADO - Live,IN MOTION (Live),Minako Yoshida,1983,235693,9,0.641,0.0859,0.401,0.348,0.0788,-10.322,0.0403,129.992
136,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,2wKsVeNrzorCLCix24ljAU,MIDNIGHT DRIVER,MONOCHROME,Minako Yoshida,1980,464066,48,0.748,0.0449,0.756,0.46,0.0559,-8.153,0.0282,104.103
137,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,1tO5IV6beNuuSTAVVZuI0N,The Blessing Song,Pneuma,Michael White,1972-01-01,374786,33,0.479,0.797,0.351,0.457,0.0681,-14.815,0.0856,73.221
138,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,0J0DDuM9Sh3meYsMMga51K,Fourty Days,Windows of the Mind,Billy Brooks,1974,377445,33,0.584,0.563,0.569,0.784,0.0811,-9.118,0.0854,112.994
139,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,36apwMphkcaS63LY3JJMPh,Rose Rouge,Rose Rouge,Jorja Smith,2020-06-09,357960,54,0.663,0.187,0.703,0.326,0.319,-12.125,0.0562,117.953
140,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,47bblspEQHrxuRRYKWxg2e,Running Away - 12-Inch Long Version,Lifeline,Roy Ayers Ubiquity,1977,414000,43,0.825,0.157,0.577,0.00347,0.0301,-11.19,0.0364,116.037
141,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,42kFGNfCDZQWnql4rSiKhT,Running Away,Roy Ayers - Universal Masters,Roy Ayers,2003-01-01,237533,43,0.835,0.163,0.55,3.01e-05,0.0361,-9.784,0.153,115.567
142,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,6lB0AAe5f8msn8vqUNkVsN,Come Around and Love Me,Come Around And Love Me,Jalen Ngonda,2023-06-29,184866,49,0.569,0.134,0.724,0.000125,0.106,-5.404,0.0246,104.328
143,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,2BNCRJ4rAoPtdIOIPCiJIY,It's A Love Thing,The Complete Solar Hit Singles Collection,The Whispers,2014-09-08,228573,12,0.808,0.274,0.785,1.04e-05,0.266,-7.718,0.12,117.719
144,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,3b43OJ4OKUbZEmhM14llcX,The Plug - Quantic Mix,One Offs (Remixes & B Sides),Bonobo,2002-08-12,374000,27,0.575,0.00307,0.588,0.86,0.111,-10.835,0.0265,100.011
145,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,424oTv5wcRV4aDMfpnlA6c,Ex-Files,Ex-Files,The Bamboos,2023-08-04,235404,2,0.654,0.0112,0.971,0.0137,0.492,-4.304,0.0487,110.013
146,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,6Zb8UAAg4nBNrKnusYVhpC,SOMETHING IN MY DRINK - Fouk Remix,SOMETHING IN MY DRINK (Fouk Remix),Close Counters,2021-04-30,207626,40,0.751,0.043,0.626,0.0183,0.0792,-7.51,0.0543,122.046
147,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,1BIfKZenUrjUOSPkaLzdBw,Pour Cette Libertè,Elios,Parbleu,2023-06-09,257053,16,0.787,0.133,0.507,0.000725,0.551,-11.626,0.0814,140.037
148,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,167NF5BT2JUVb8RqqCTDQg,Ben Bene La,Voiciii,Voilaaa,2021-02-05,288569,38,0.842,0.011,0.654,0.00664,0.043,-9.536,0.0544,128.971
149,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,0CgtgR2Rz4z9zmbclEhpg8,Scorpio,065 (Scorpio),James K,2023-07-26,481160,39,0.607,0.00237,0.737,0.0142,0.0747,-8.045,0.102,84.01
150,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,4C3LDgawCT5TKKm2CvMMnC,Funkovski,Funkovski,Steppers,2023-11-03,315359,5,0.406,0.34,0.643,0.0126,0.38,-5.94,0.0341,173.436
151,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,6syv9meXafns0UbFE1KRdg,Tastes Like Freedom - Chaos In The CBD Remix,Tastes Like Freedom (Chaos In The CBD Remix),30/70,2021-07-14,350000,33,0.377,0.00316,0.508,0.894,0.0917,-10.397,0.0503,157.483
152,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,0OlM5w1RG9fJp8gGMKFZNr,Double Dribble,Multiverse,Chaos In The CBD,2018-09-03,361862,27,0.803,0.0317,0.764,0.906,0.0933,-9.587,0.0451,121.969
153,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,7BOiGRGG8s34GpoHXgHUCg,I Want Your Lovin' - M+M Radio Edit,I Want Your Lovin’ (Just A Little Bit) [The M+M Radio Edit],Curtis Hairston,2023-09-08,214000,21,0.792,0.00549,0.897,0.000287,0.578,-4.532,0.0868,119.975
154,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,6syv9meXafns0UbFE1KRdg,Tastes Like Freedom - Chaos In The CBD Remix,Tastes Like Freedom (Chaos In The CBD Remix),30/70,2021-07-14,350000,33,0.377,0.00316,0.508,0.894,0.0917,-10.397,0.0503,157.483
155,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,36PCFYe6eCMdz1rDBADK5m,Silence On The Wall,The Weight,Weval,2019-03-01,293356,30,0.669,0.391,0.449,0.507,0.0679,-14.312,0.0789,89.979
156,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,1Z06yMuTbvpuDqETslxyNK,Where Did We Go Wrong,Circle of Friends,Christoph El Truento,2023-11-06,414061,20,0.574,0.166,0.499,0.256,0.12,-11.473,0.0592,153.656
157,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,5amOCTAysdELj5RmN1oloy,Besbet - Radio Edit,The One Thing That I Own,Jacky Winter,2019-05-09,193391,0,0.762,0.0423,0.623,7.37e-05,0.133,-10.895,0.0724,100.536
158,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,4nm8AhKEoSKYzBKz0BABlC,Raining Again,Pender Street Steppers,Pender Street Steppers,2017-11-30,354220,28,0.724,0.062,0.753,0.917,0.0411,-6.565,0.0349,112.01
159,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,5QbYYleBp1Hjwg1J9IfxwZ,Cry for Help,Loving You Right,Sbisha,2022-12-30,354826,32,0.775,0.00272,0.496,0.852,0.0814,-10.878,0.036,115.024
160,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,5ovtRPwMmmE5iKTkgI60Bw,Housework,Alishan Forest Railway / Housework,Jon Sable,2018-08-09,408427,28,0.793,0.0324,0.957,0.881,0.0924,-10.007,0.076,125.999
161,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,7aIp3teUJ3xbwMONEBuvBo,Mallet Fury,Infinite Dreamz EP,No Moon,2018-04-13,383610,18,0.691,0.0151,0.869,0.903,0.354,-6.601,0.0406,134.011
162,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,3rwms77jrxnK4S3JnJQv73,"Sofian - 12"" Mix",Sofian,Payfone,2020-10-30,528000,31,0.79,0.252,0.597,0.807,0.107,-9.635,0.091,94.996
163,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,2e7JKTwxvdBj5PeuXVVem8,All Night Long,"For the Love of You, Vol. 2",Various Artists,2021-10-22,322188,36,0.699,0.154,0.502,0.000981,0.0622,-10.627,0.0535,92.339
164,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,6Qxet9RJ0lv9Lw7OtVZC7C,So Fine,Take It Off,CHIC,1981-11-16,250173,20,0.631,0.167,0.343,0.365,0.0655,-16.26,0.0515,105.09
165,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,740cmV4DyAuleXnqBi6lrZ,Freedom - Jesse Jacob Remix,Freedom EP,ASTRE,2020-11-13,196875,47,0.757,0.0289,0.865,0.818,0.0891,-8.592,0.0721,128.04
166,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,2ofsiK0hq2tFNPK0i7Peza,Soft Focus,Endorphin Loops,Jon Sable,2022-07-22,310909,25,0.741,0.00898,0.625,0.801,0.152,-10.293,0.0489,131.984
167,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,5a18ZlzAS5k8fs87YAShAM,Dolphin Hotel,Dolphin Hotel,Jon Sable,2017-06-12,415810,34,0.743,0.584,0.376,0.95,0.0954,-11.423,0.0452,118.003
168,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,5O5vhPvmMpNiUcqe1qC6AK,Waxwing Air,Junipero,Huerta,2020-02-07,205984,31,0.799,0.0803,0.844,0.886,0.115,-7.915,0.051,127.01
169,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,4W1yRofKVpp9okGh1cd8Px,You Are Not Your Body,You Are Not Your Body,Hidden Spheres,2022-04-01,418965,27,0.833,0.0103,0.421,0.176,0.0827,-10.039,0.0754,116.005
170,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,3Hht1URCb1TqwcZAwU4pXK,Trying to Make it Home,Trying to Make it Home,Session Victim,2022-04-13,342111,38,0.65,0.239,0.809,0.873,0.134,-10.347,0.0381,123.011
171,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,6J420pc4FAuw8amL6tzd97,New World Energy - Sunset Mix,New World Energy (Sunset Mix),Space Ghost,2020-07-07,323286,33,0.577,0.102,0.821,0.918,0.164,-8.861,0.0375,120.014
172,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,5OQnJDmKuDC8FFlWxz0NBW,Mahia Madness,Te Puke Thunder - EP,Chaos In The CBD,2021-04-02,366318,30,0.829,0.000173,0.762,0.931,0.0917,-8.217,0.0359,127.019
173,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,4I61et4tt05ic7QatCHef5,fly already,fly already,sunflwr,2021-09-14,243002,43,0.893,0.921,0.528,0.45,0.112,-12.738,0.253,124.715
174,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,5365vphsN0kJgfDt2kuk17,Walk Away,Paris 2022,Garmento,2023-05-23,98312,19,0.674,0.648,0.828,0.813,0.107,-8.977,0.0621,80.021
175,spotify:playlist:18XWD7f6bhTCE0fSKSD5lz,Slappa de Boosi,6syv9meXafns0UbFE1KRdg,Tastes Like Freedom - Chaos In The CBD Remix,Tastes Like Freedom (Chaos In The CBD Remix),30/70,2021-07-14,350000,33,0.377,0.00316,0.508,0.894,0.0917,-10.397,0.0503,157.483
176,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,4YTO9Z4RSkQRfCoX6kYNrz,Cruel Summer - Part I,Cruel Summer,North of Loreto,2019-06-21,185514,0,0.808,0.00457,0.355,0.851,0.0881,-12.027,0.047,114.981
177,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,5jma3P58eNku6wwSdgxtdr,Caucciù - Damecuta Version,Caucciù,Pellegrino,2020-02-23,260160,32,0.687,0.0786,0.795,0.899,0.174,-8.121,0.0413,120.02
178,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,5CKAk4APsUTObUofzQBkyy,Zodyaco,Zodyaco,Pellegrino,2018-10-15,301090,28,0.783,0.655,0.68,0.75,0.0993,-10.515,0.0415,110.025
179,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,54fg2iMaPpysn7VYeBGTE3,Middling,The Algorithm Smiles Upon You,Move 78,2021-04-05,272000,0,0.64,0.31,0.515,0.867,0.0961,-14.289,0.0488,91.091
180,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,2GoVJSUf7QuxNqJCPg2DiS,Rio Sihl,Orange Wine,Okvsho,2021-09-24,313351,47,0.724,0.0274,0.578,0.795,0.11,-10.285,0.0621,166.024
181,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,0vIbGclvpaIz7h7fM7pg6G,Under the Thunder,Warm Nights,Reuben Vaun Smith,2020-08-21,271213,26,0.732,0.104,0.574,0.901,0.344,-11.101,0.0367,102.999
182,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,0JSDjKJ1VJwmRwW35I3OYH,Danse Cette Zik,Danse Cette Zik,Parbleu,2020-08-01,259193,41,0.763,0.137,0.751,0.482,0.0931,-11.201,0.0504,124.036
183,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,6zIu11y3v7HlseJ9mRT6wv,People,While You Wait,Schmoov!,2002-01-21,297333,25,0.762,0.381,0.727,0.831,0.337,-10.619,0.0534,105.671
184,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,26JWAFXvUXv9NmJQ1GxWmi,Death Pacito,ALG0,Triorität,2020-11-06,454813,30,0.449,0.0491,0.606,0.538,0.0848,-8.902,0.0356,93.973
185,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,3mvJv8w6qvmZ7gwh9s1ezW,Above Below - Nick Hakim Remix,"Pleasure, Joy And Happiness",Eddie Chacon,2020-11-18,314684,3,0.662,0.0989,0.91,0.351,0.145,-6.047,0.0713,155.179
186,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,11Aym6D02Zs8UVEVPuQFda,Dreams,Horizon,The Golden Eternity,2021-02-12,156455,15,0.602,0.2,0.776,0.848,0.0957,-10.944,0.0965,157.955
187,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,5QLzpRAvK3mdCVuP2lsxji,See It,See It,David Versace,2020-02-18,404772,10,0.704,0.804,0.377,0.27,0.0484,-14.075,0.037,130.687
188,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,6vhVeoN1qJNJfdiIJAK4A9,Kokiri Forest,Mind's Eye,Hugo Mari,2019-12-06,381662,38,0.717,0.0768,0.672,0.857,0.11,-10.52,0.0493,122.013
189,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,6wBKpWIVLqHEPfXagKSeSi,First Law of Nature Rock Day,Three/Three Instrumentals,Dabrye,2019-02-22,214468,4,0.795,0.158,0.727,0.623,0.0973,-11.687,0.0547,93.984
190,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,1tBNamNIdekpdyr7swunCd,Enjoy Your Life,A Journey to You,Melodiesinfonie,2019-04-26,249000,0,0.764,0.183,0.714,0.884,0.403,-6.949,0.0526,119.996
191,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,1uWkYbnYXNSCpBBaPUEBbR,Keep It Dxy,Wolfep058,Manuel Darquart,2020-10-16,336275,27,0.656,0.104,0.799,0.901,0.0761,-9.729,0.0506,119.997
192,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,07sNUJ28eGYk46olvlo2Sk,No Sleep Til MTL,Nick & Astro's Guide to the Galaxy,Potatohead People,2018-05-11,293306,0,0.644,0.887,0.629,0.674,0.111,-6.081,0.317,113.207
193,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,24SripssG6gv5w0o6ivDnT,Blossoms - Nick Wisdom Remix,"Hear No Evil, Vol. 3",Various Artists,2014-09-08,218608,0,0.763,0.445,0.499,0.12,0.115,-5.067,0.401,115.042
194,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,2hTbIsQQWIeXzdaqJl4y2G,ZBRA,Débuts,Nikitch,2020-07-03,274044,31,0.815,0.521,0.64,0.868,0.108,-12.003,0.0595,106.009
195,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,28kG6CxJiPZrPjnesK07uP,Languages of Pao,Sci-Fi Jazz Directions,Zeitgeist Freedom Energy Exchange,2022-09-09,277002,20,0.74,0.381,0.494,0.801,0.12,-13.656,0.0447,129.0
196,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,1E0DgbwpT4sfkrbulNpxi4,Praja Magia,Bar Mediterraneo,Nu Genea,2022-07-15,200135,55,0.73,0.463,0.642,0.00521,0.0895,-7.98,0.0391,101.483
197,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,4p0SE8gOuGDnNEvbQP1Y8w,Dawn Of New Day,Dance Ancestral,John Carroll Kirby,2022-04-08,221815,19,0.546,0.565,0.573,0.859,0.126,-11.007,0.0399,90.003
198,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,3bWNLKM7mVLoHtZNI2No9M,Reminiscing,Reminiscing,Sweatson Klank,2022-12-09,157752,14,0.693,0.011,0.637,0.684,0.186,-7.566,0.0498,89.019
199,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,5CbsmW5XvsBFlQEW9EthlU,Back 2 You,Back 2 You,Witch Prophet,2022-11-03,166400,12,0.647,0.791,0.407,0.371,0.117,-11.66,0.0409,75.014
200,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,1nTw5wfNUuIeas1NEbnQ7X,"Taishi-Koto, Pt. 1",Polymood,L'éclair,2018-09-07,149167,0,0.36,0.496,0.421,0.876,0.12,-12.126,0.031,145.681
201,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,3WOTGN0CNoUzS0NoFXuygQ,BF Holiday,Waiting Room,Let Your Hair Down,2021-09-24,235504,35,0.714,0.447,0.819,0.917,0.112,-6.584,0.0403,90.801
202,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,4KvhUb1APvzAda7pqxeh9Z,Mescalin,Cinematique,Akasha,2006-12-31,380533,26,0.473,0.288,0.727,0.517,0.13,-7.965,0.0344,178.196
203,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,1UbfKuIjG38PR3MpjVsbyX,la danse,la danse,berlioz,2022-09-16,177136,58,0.689,0.72,0.453,0.634,0.109,-17.83,0.0335,116.003
204,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,5pviD44QxcKNSdYu501UAV,Silk Rock - Haha Sounds Collective,Silk Rock,Marker Starling,2020-09-03,300938,29,0.518,0.494,0.668,0.146,0.0768,-8.318,0.0712,170.998
205,spotify:playlist:2WRnkNkugPhiaBUX08o4ay,Summer relax xo,5qPpEXJYav5YeTJHn8mSLt,Truth,Sounds from the Workshop,Reuben Vaun Smith,2021-08-27,249680,32,0.832,0.0933,0.3,0.235,0.0998,-16.766,0.0588,107.989
